File,EmfPlusRecordTypeDrawDriverString,EmfPlusRecordTypeDrawImagePoints,EmfPlusRecordTypeDrawLines,EmfPlusRecordTypeDrawPath,EmfPlusRecordTypeEndOfFile,EmfPlusRecordTypeFillPath,EmfPlusRecordTypeFillRects,EmfPlusRecordTypeGetDC,EmfPlusRecordTypeHeader,EmfPlusRecordTypeMultiplyWorldTransform,EmfPlusRecordTypeObject,EmfPlusRecordTypeResetWorldTransform,EmfPlusRecordTypeRestore,EmfPlusRecordTypeSave,EmfPlusRecordTypeSetAntiAliasMode,EmfPlusRecordTypeSetClipPath,EmfPlusRecordTypeSetClipRect,EmfPlusRecordTypeSetClipRegion,EmfPlusRecordTypeSetCompositingQuality,EmfPlusRecordTypeSetInterpolationMode,EmfPlusRecordTypeSetPageTransform,EmfPlusRecordTypeSetPixelOffsetMode,EmfPlusRecordTypeSetRenderingOrigin,EmfPlusRecordTypeSetTextRenderingHint,EmfPlusRecordTypeSetWorldTransform,EmfRecordTypeBeginPath,EmfRecordTypeBitBlt,EmfRecordTypeCloseFigure,EmfRecordTypeCreateBrushIndirect,EmfRecordTypeDeleteObject,EmfRecordTypeEndPath,EmfRecordTypeEOF,EmfRecordTypeExtCreatePen,EmfRecordTypeExtSelectClipRgn,EmfRecordTypeFillPath,EmfRecordTypeHeader,EmfRecordTypeMoveToEx,EmfRecordTypePolyBezierTo16,EmfRecordTypePolyLineTo,EmfRecordTypePolyPolygon16,EmfRecordTypePolyPolyline16,EmfRecordTypeRestoreDC,EmfRecordTypeSaveDC,EmfRecordTypeSelectClipPath,EmfRecordTypeSelectObject,EmfRecordTypeSetBkMode,EmfRecordTypeSetMapMode,EmfRecordTypeSetMiterLimit,EmfRecordTypeSetPolyFillMode,EmfRecordTypeSetViewportExtEx,EmfRecordTypeSetViewportOrgEx,EmfRecordTypeSetWindowExtEx,EmfRecordTypeSetWindowOrgEx,EmfRecordTypeStretchDIBits,EmfRecordTypeStrokeAndFillPath,EmfRecordTypeStrokePath,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Router-Ex1\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,7,4,1,1,0,4,1,5,5,0,9,0,0,0,0,7,1,1,0,13,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Router-Ex2\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Router-Ex2\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,7,4,1,1,0,4,1,5,5,0,11,0,0,0,0,7,1,1,0,15,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SANsymphony(as instance)\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SANsymphony(as instance)\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,2,3,10,1,1,0,10,1,12,12,0,4,0,0,0,0,3,1,1,0,14,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SANsymphonyHCI-Flat\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SANsymphonyHCI-Flat\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,12,13,13,1,1,0,13,1,16,16,0,21,0,0,0,0,13,1,1,0,34,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SANsymphonyHCI-Stacked\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SANsymphonyHCI-Stacked\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,28,20,21,25,1,1,0,25,1,28,28,0,33,0,0,0,0,21,1,1,0,58,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SANsymphonyNode\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SANsymphonyNode\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,4,5,12,1,1,0,12,1,14,14,0,5,0,0,0,0,5,1,1,0,17,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SANsymphonyVM\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SANsymphonyVM\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,5,8,13,1,3,0,12,1,15,15,0,7,0,0,0,0,8,1,1,1,20,1,1,1,1,0,1,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SDS-1\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SDS-1\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,6,12,9,1,6,0,5,1,12,12,0,0,0,0,0,0,12,1,1,4,9,1,1,1,1,0,4,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SDS-2\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SDS-2\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,28,15,19,18,1,4,0,6,1,28,28,0,0,2,0,0,0,19,1,1,14,18,1,1,1,1,0,12,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SecurityAuthentication\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SecurityAuthentication\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,3,4,1,1,0,4,1,6,6,0,0,0,0,0,0,3,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SecurityAuthentication-Blue\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SecurityAuthentication-Blue\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,2,3,5,1,1,0,5,1,8,8,0,0,0,0,0,0,3,1,1,0,5,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SelfServiceUndelete-Blue\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SelfServiceUndelete-Blue\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,3,4,1,1,0,4,1,7,7,0,0,0,0,0,0,3,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Servergroup\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Servergroup\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,3,2,1,1,0,2,1,3,3,0,0,0,0,0,0,3,1,1,0,2,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\ServerPhysical(application)\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\ServerPhysical(application)\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,2,1,1,0,2,1,2,2,0,1,0,0,0,0,3,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SharingScreenVideoClip\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SharingScreenVideoClip\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,6,3,1,3,0,1,1,3,3,0,1,0,0,0,0,6,1,1,2,2,1,1,1,1,0,0,2,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SharingScreenVideoClip-Blue\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SharingScreenVideoClip-Blue\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,6,4,1,3,0,2,1,5,5,0,1,0,0,0,0,6,1,1,2,3,1,1,1,1,0,0,2,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SingleMultiSite\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SingleMultiSite\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,1,1,0,1,1,1,1,0,3,0,0,0,0,3,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SingleMultiSite-Blue\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SingleMultiSite-Blue\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,3,2,1,1,0,2,1,3,3,0,3,0,0,0,0,3,1,1,0,5,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Site-Aqua\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Site-Aqua\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,0,1,1,1,1,0,2,0,0,0,0,2,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Site-DarkBlue\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Site-DarkBlue\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,1,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Smartphone\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Smartphone\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,1,1,0,3,1,3,3,0,0,0,0,0,0,4,1,1,0,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SMPA-Array\docProps\thumbnail.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SMPA-Array\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,95,59,114,88,1,55,0,50,1,112,112,0,17,19,0,0,0,114,1,1,0,53,1,1,1,1,0,0,38,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Snapshots\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Snapshots\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,1,2,0,3,1,4,4,0,0,8,0,0,0,5,1,1,8,3,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Snapshots-Blue\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Snapshots-Blue\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,7,4,1,3,0,4,1,6,6,0,0,8,0,0,0,7,1,1,8,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SnapshotsClones-Blue\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SnapshotsClones-Blue\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,3,3,1,1,0,3,1,4,4,0,8,0,0,0,0,3,1,1,0,11,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Speakers\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Speakers\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,4,5,10,1,1,0,10,1,10,10,0,0,0,0,0,0,5,1,1,0,10,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SSY-FeaturesDiagram\docProps\thumbnail.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SSY-FeaturesDiagram\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,479,101,158,318,1,57,0,317,1,479,479,0,425,27,0,0,0,158,1,1,1,742,1,1,1,1,0,0,1,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Storage Pool within a Kubernetes Node (Server)\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Storage Pool within a Kubernetes Node (Server)\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,12,15,10,1,3,0,10,1,10,10,0,1,1,0,0,0,15,1,1,0,11,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StoragePool\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StoragePool\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,42,43,44,21,1,1,0,21,1,42,42,0,22,0,0,0,0,44,1,1,0,43,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StoragePooling\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StoragePooling\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,3,5,1,1,0,5,1,6,6,0,0,0,0,0,0,3,1,1,0,5,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StoragePooling-Blue\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StoragePooling-Blue\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,3,6,1,1,0,6,1,8,8,0,0,0,0,0,0,3,1,1,0,6,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StorageRack(all disks)\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StorageRack(all disks)\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,18,19,8,1,1,0,8,1,16,16,0,10,0,0,0,0,19,1,1,0,18,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StorageRack(all flash)\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StorageRack(all flash)\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,1,1,0,0,1,0,0,0,66,0,0,0,0,19,1,1,0,66,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StorageRack(Hybrid)\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\StorageRack(Hybrid)\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,18,19,4,1,1,0,4,1,8,8,0,38,0,0,0,0,19,1,1,0,42,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Streaming\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Streaming\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,4,5,1,1,0,5,1,5,5,0,0,0,0,0,0,4,1,1,0,5,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Stub-2\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\Stub-2\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,4,2,1,1,0,2,1,2,2,0,2,0,0,0,0,4,1,1,0,4,1,1,1,1,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SupportBundleRelay\docProps\thumbnail.emf,0,1,0,0,1,0,0,1,1,1,5,2,1,1,5,1,1,2,2,5,1,1,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
C:\dev\EMF\library\DataCore\DataCore_Software-Defined_Storage\Singular_Icons\SupportBundleRelay\visio\media\image1.emf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,11,14,2,1,3,0,1,1,3,3,0,11,0,1,1,1,14,1,1,0,13,1,1,1,1,0,0,0,
